[ 4096, -2560, 928, -245, 58, -10, 1 ]
[ 4096, -3584, 1632, -483, 102, -14, 1 ]
[ 4096, -256, 240, 49, 15, -1, 1 ]
[ 4096, -256, 240, 33, 15, -1, 1 ]
[ 4096, -768, 336, -67, 21, -3, 1 ]
[ 4096, -768, 336, -31, 21, -3, 1 ]
[ 4096, -512, 320, -35, 20, -2, 1 ]
[ 4096, 768, -48, -65, -3, 3, 1 ]
[ 4096, 768, -48, -37, -3, 3, 1 ]
[ 4096, 768, -48, -57, -3, 3, 1 ]
[ 4096, 2304, 912, 253, 57, 9, 1 ]
[ 4096, 2304, 624, 143, 39, 9, 1 ]
[ 4096, -1024, 256, -23, 16, -4, 1 ]
[ 4096, -1280, -80, 113, -5, -5, 1 ]
[ 4096, -1280, -80, 105, -5, -5, 1 ]
[ 4096, -256, 336, -5, 21, -1, 1 ]
[ 4096, 768, 720, 91, 45, 3, 1 ]
[ 4096, 768, 720, 87, 45, 3, 1 ]
[ 4096, 1536, 256, 17, 16, 6, 1 ]
[ 4096, 2304, 592, 113, 37, 9, 1 ]
[ 4096, -1280, -48, 71, -3, -5, 1 ]
[ 4096, -256, 304, -3, 19, -1, 1 ]
[ 4096, -1280, -48, 99, -3, -5, 1 ]
[ 15625, 3125, 1500, 252, 60, 5, 1 ]
[ 15625, -3750, 25, 123, 1, -6, 1 ]
[ 15625, -3750, 25, 144, 1, -6, 1 ]
[ 15625, -1250, 600, -76, 24, -2, 1 ]
[ 15625, -1250, 600, -48, 24, -2, 1 ]
[ 15625, 3125, 1500, 231, 60, 5, 1 ]
[ 15625, 3125, 650, 233, 26, 5, 1 ]
[ 15625, -3750, 25, 164, 1, -6, 1 ]
[ 15625, -1250, 600, -148, 24, -2, 1 ]
[ 15625, -1250, 600, -118, 24, -2, 1 ]
[ 15625, -1250, 600, -103, 24, -2, 1 ]
[ 15625, 3125, 650, 38, 26, 5, 1 ]
[ 15625, 3125, 650, 148, 26, 5, 1 ]
[ 15625, 3125, 650, 133, 26, 5, 1 ]
[ 15625, 1875, 500, -72, 20, 3, 1 ]
[ 15625, 1875, 500, -39, 20, 3, 1 ]
[ 15625, 1875, 500, -54, 20, 3, 1 ]
[ 15625, -2500, 425, -76, 17, -4, 1 ]
[ 15625, -2500, 425, -67, 17, -4, 1 ]
[ 15625, -3125, 650, -148, 26, -5, 1 ]
[ 15625, 10000, 3500, 818, 140, 16, 1 ]
[ 15625, 1250, 575, -68, 23, 2, 1 ]
[ 15625, -3125, 650, -133, 26, -5, 1 ]
[ 15625, 625, -150, -83, -6, 1, 1 ]
[ 15625, -2500, 425, -83, 17, -4, 1 ]
[ 15625, -1875, 1075, -178, 43, -3, 1 ]
[ 15625, -1875, 1075, -116, 43, -3, 1 ]
[ 15625, -1875, 1075, -82, 43, -3, 1 ]
